rank,scaler,class_weight,c_value,threshold,accuracy,precision_archeologique,recall_archeologique,f1_archeologique,fold_f1_mean,fold_f1_std,false_negatives,false_positives,true_positives,true_negatives
366,robust,balanced,3.0,0.7,0.7602739726027398,0.7368421052631579,0.5283018867924528,0.6153846153846154,0.5791238391238391,0.28968823944240923,50,20,56,166
367,robust,none,1.0,0.6,0.7602739726027398,0.7368421052631579,0.5283018867924528,0.6153846153846154,0.5791238391238391,0.28968823944240923,50,20,56,166
368,robust,none,3.0,0.65,0.7602739726027398,0.7368421052631579,0.5283018867924528,0.6153846153846154,0.5791238391238391,0.28968823944240923,50,20,56,166
369,normalizer,none,1.0,0.3,0.5993150684931506,0.4720812182741117,0.8773584905660378,0.6138613861386139,0.5998663926610479,0.15856812004594317,13,104,93,82
370,normalizer,none,0.3,0.35,0.6198630136986302,0.4861878453038674,0.8301886792452831,0.6132404181184669,0.5882398987492756,0.2048547316940323,18,93,88,93
371,normalizer,balanced,1.0,0.4,0.589041095890411,0.46534653465346537,0.8867924528301887,0.6103896103896104,0.5955991181299426,0.15091847014406573,12,108,94,78
372,robust,none,0.3,0.65,0.7636986301369864,0.7605633802816901,0.5094339622641509,0.6101694915254238,0.568965108965109,0.2815456712635326,52,17,54,169
373,normalizer,none,3.0,0.45,0.7636986301369864,0.7605633802816901,0.5094339622641509,0.6101694915254238,0.533597240965662,0.30435502958799976,52,17,54,169
374,none,none,0.3,0.65,0.7671232876712328,0.7794117647058824,0.5,0.6091954022988506,0.551664985578029,0.3102332986585792,53,15,53,171
375,normalizer,balanced,1.0,0.35,0.5547945205479452,0.4469026548672566,0.9528301886792453,0.608433734939759,0.6193633501732392,0.15608045414401286,5,125,101,61
376,robust,none,1.0,0.65,0.7568493150684932,0.7333333333333333,0.5188679245283019,0.6077348066298343,0.5734095534095534,0.2860980949725874,51,20,55,166
377,robust,balanced,0.3,0.7,0.7602739726027398,0.75,0.5094339622641509,0.6067415730337079,0.568965108965109,0.2815456712635326,52,18,54,168
378,none,none,1.0,0.7,0.7602739726027398,0.75,0.5094339622641509,0.6067415730337079,0.5533011272141707,0.29658201553046437,52,18,54,168
379,normalizer,balanced,0.1,0.5,0.678082191780822,0.5454545454545454,0.6792452830188679,0.6050420168067226,0.5478471878998195,0.2462280599025266,34,60,72,126
380,robust,none,0.1,0.65,0.7671232876712328,0.7878787878787878,0.49056603773584906,0.6046511627906976,0.5508325982010193,0.2902246814853691,54,14,52,172
381,none,none,0.03,0.55,0.7671232876712328,0.7878787878787878,0.49056603773584906,0.6046511627906976,0.5348717948717948,0.32771635407679683,54,14,52,172
382,none,none,0.1,0.6,0.7671232876712328,0.7878787878787878,0.49056603773584906,0.6046511627906976,0.5341983941983942,0.3338504416698857,54,14,52,172
383,robust,none,3.0,0.7,0.7568493150684932,0.7397260273972602,0.5094339622641509,0.6033519553072626,0.5675487475487475,0.28108218542416474,52,19,54,167
384,normalizer,balanced,0.3,0.45,0.5753424657534246,0.45588235294117646,0.8773584905660378,0.6,0.571696084010348,0.20176087698716477,13,111,93,75
385,normalizer,balanced,0.03,0.5,0.6575342465753424,0.5208333333333334,0.7075471698113207,0.6,0.5526476476719886,0.24212742097197112,31,69,75,117
386,robust,none,10.0,0.7,0.7534246575342466,0.7297297297297297,0.5094339622641509,0.6,0.5675487475487475,0.28108218542416474,52,20,54,166
387,robust,balanced,0.1,0.7,0.7602739726027398,0.7647058823529411,0.49056603773584906,0.5977011494252874,0.5457660857660858,0.2884437826125754,54,16,52,170
388,none,balanced,0.03,0.65,0.7636986301369864,0.7846153846153846,0.4811320754716981,0.5964912280701754,0.5278876678876678,0.3287892801888526,55,14,51,172
389,none,balanced,0.1,0.7,0.7636986301369864,0.7846153846153846,0.4811320754716981,0.5964912280701754,0.5267909867909867,0.32453586620861186,55,14,51,172
390,robust,none,1.0,0.7,0.7534246575342466,0.7361111111111112,0.5,0.5955056179775281,0.5618344618344618,0.27714211530849536,53,19,53,167
391,robust,balanced,0.03,0.7,0.7636986301369864,0.7936507936507936,0.4716981132075472,0.591715976331361,0.5236113662739049,0.3181010083235766,56,13,50,173
392,robust,none,0.1,0.7,0.7636986301369864,0.7936507936507936,0.4716981132075472,0.591715976331361,0.5399727826353213,0.2857657357467238,56,13,50,173
393,normalizer,none,0.3,0.3,0.5034246575342466,0.42168674698795183,0.9905660377358491,0.5915492957746479,0.6088336355003021,0.1279571436310147,1,144,105,42
394,normalizer,none,0.1,0.35,0.5102739726027398,0.42386831275720166,0.9716981132075472,0.5902578796561605,0.6035345359220264,0.11390173478223571,3,140,103,46
395,robust,none,0.01,0.6,0.7636986301369864,0.8032786885245902,0.46226415094339623,0.5868263473053892,0.5185756612382,0.3181706149536205,57,12,49,174
396,robust,none,0.03,0.65,0.7636986301369864,0.8032786885245902,0.46226415094339623,0.5868263473053892,0.5165406592031979,0.31226314779415093,57,12,49,174
397,normalizer,none,10.0,0.55,0.7636986301369864,0.8032786885245902,0.46226415094339623,0.5868263473053892,0.5093861693861693,0.3340879969649706,57,12,49,174
398,normalizer,balanced,0.01,0.5,0.613013698630137,0.47904191616766467,0.7547169811320755,0.5860805860805861,0.5417316192297122,0.2451593637823892,26,87,80,99
399,normalizer,balanced,1.0,0.3,0.4897260273972603,0.4150197628458498,0.9905660377358491,0.584958217270195,0.5945247774233281,0.1044444418663468,1,148,105,38
400,robust,none,0.3,0.7,0.7568493150684932,0.7692307692307693,0.4716981132075472,0.5847953216374269,0.5328239401923612,0.2784203141987272,56,15,50,171
401,none,none,0.01,0.55,0.7602739726027398,0.7903225806451613,0.46226415094339623,0.5833333333333334,0.4962115662115662,0.3383872249280284,57,13,49,173
402,normalizer,balanced,0.3,0.4,0.4828767123287671,0.4117647058823529,0.9905660377358491,0.5817174515235457,0.5933684243829173,0.10677632603835735,1,150,105,36
403,none,none,0.1,0.65,0.7568493150684932,0.7777777777777778,0.46226415094339623,0.5798816568047337,0.5057694157694157,0.33480479656178,57,14,49,172
404,normalizer,none,0.3,0.4,0.7363013698630136,0.6883116883116883,0.5,0.5792349726775956,0.502291305186042,0.30709376522699616,53,24,53,162
405,none,balanced,0.01,0.65,0.7534246575342466,0.7741935483870968,0.4528301886792453,0.5714285714285714,0.4897517297517297,0.34273999852485576,58,14,48,172
406,none,none,0.3,0.7,0.7534246575342466,0.7741935483870968,0.4528301886792453,0.5714285714285714,0.5006900506900507,0.328803808723631,58,14,48,172
407,robust,balanced,0.01,0.7,0.7534246575342466,0.7931034482758621,0.4339622641509434,0.5609756097560976,0.48333756600010463,0.3191516596116213,60,12,46,174
408,normalizer,balanced,3.0,0.6,0.7534246575342466,0.7931034482758621,0.4339622641509434,0.5609756097560976,0.49124283124283125,0.32216381779520437,60,12,46,174
409,normalizer,balanced,10.0,0.65,0.7534246575342466,0.7931034482758621,0.4339622641509434,0.5609756097560976,0.47653235653235654,0.3585622939866856,60,12,46,174
410,normalizer,none,3.0,0.5,0.7534246575342466,0.7931034482758621,0.4339622641509434,0.5609756097560976,0.49423352246881663,0.3222255167912722,60,12,46,174
411,normalizer,balanced,1.0,0.55,0.7465753424657534,0.7580645161290323,0.44339622641509435,0.5595238095238095,0.476636304871599,0.3294834535491607,59,15,47,171
412,none,balanced,0.03,0.7,0.75,0.7796610169491526,0.4339622641509434,0.5575757575757576,0.48116069116069116,0.337036253326754,60,13,46,173
413,none,none,0.03,0.6,0.75,0.7796610169491526,0.4339622641509434,0.5575757575757576,0.48116069116069116,0.337036253326754,60,13,46,173
414,normalizer,balanced,0.1,0.45,0.4246575342465753,0.3860294117647059,0.9905660377358491,0.5555555555555556,0.5587512755628697,0.07476275562606988,1,167,105,19
415,none,none,0.1,0.7,0.7431506849315068,0.7627118644067796,0.42452830188679247,0.5454545454545454,0.4759259259259259,0.3268380055562571,61,14,45,172
416,none,none,0.03,0.65,0.7431506849315068,0.7719298245614035,0.41509433962264153,0.5398773006134969,0.4662422762422762,0.3288071860643689,62,13,44,173
417,normalizer,balanced,0.3,0.35,0.3732876712328767,0.36678200692041524,1.0,0.5367088607594936,0.5346373320166423,0.059887223681507326,0,183,106,3
418,robust,none,0.01,0.65,0.7431506849315068,0.7818181818181819,0.4056603773584906,0.5341614906832298,0.4563662916604093,0.31898054270484094,63,12,43,174
419,robust,none,0.03,0.7,0.7431506849315068,0.7818181818181819,0.4056603773584906,0.5341614906832298,0.4576761903387291,0.3124955511947513,63,12,43,174
420,normalizer,balanced,0.01,0.3,0.363013698630137,0.363013698630137,1.0,0.5326633165829145,0.5305161198954302,0.05851811164819757,0,186,106,0
421,normalizer,balanced,0.01,0.35,0.363013698630137,0.363013698630137,1.0,0.5326633165829145,0.5305161198954302,0.05851811164819757,0,186,106,0
422,normalizer,balanced,0.01,0.4,0.363013698630137,0.363013698630137,1.0,0.5326633165829145,0.5305161198954302,0.05851811164819757,0,186,106,0
423,normalizer,balanced,0.01,0.45,0.363013698630137,0.363013698630137,1.0,0.5326633165829145,0.5305161198954302,0.05851811164819757,0,186,106,0
424,normalizer,balanced,0.03,0.3,0.363013698630137,0.363013698630137,1.0,0.5326633165829145,0.5305161198954302,0.05851811164819757,0,186,106,0
425,normalizer,balanced,0.03,0.35,0.363013698630137,0.363013698630137,1.0,0.5326633165829145,0.5305161198954302,0.05851811164819757,0,186,106,0
426,normalizer,balanced,0.03,0.4,0.363013698630137,0.363013698630137,1.0,0.5326633165829145,0.5305161198954302,0.05851811164819757,0,186,106,0
427,normalizer,balanced,0.03,0.45,0.363013698630137,0.363013698630137,1.0,0.5326633165829145,0.5305161198954302,0.05851811164819757,0,186,106,0
428,normalizer,balanced,0.1,0.3,0.363013698630137,0.363013698630137,1.0,0.5326633165829145,0.5305161198954302,0.05851811164819757,0,186,106,0
429,normalizer,balanced,0.1,0.35,0.363013698630137,0.363013698630137,1.0,0.5326633165829145,0.5305161198954302,0.05851811164819757,0,186,106,0
430,normalizer,balanced,0.1,0.4,0.363013698630137,0.363013698630137,1.0,0.5326633165829145,0.5305161198954302,0.05851811164819757,0,186,106,0
431,normalizer,balanced,0.3,0.3,0.363013698630137,0.363013698630137,1.0,0.5326633165829145,0.5305161198954302,0.05851811164819757,0,186,106,0
432,normalizer,none,0.01,0.3,0.363013698630137,0.363013698630137,1.0,0.5326633165829145,0.5305161198954302,0.05851811164819757,0,186,106,0
433,normalizer,none,0.01,0.35,0.363013698630137,0.363013698630137,1.0,0.5326633165829145,0.5305161198954302,0.05851811164819757,0,186,106,0
434,normalizer,none,0.01,0.4,0.363013698630137,0.363013698630137,1.0,0.5326633165829145,0.5305161198954302,0.05851811164819757,0,186,106,0
435,normalizer,none,0.03,0.3,0.363013698630137,0.363013698630137,1.0,0.5326633165829145,0.5305161198954302,0.05851811164819757,0,186,106,0
436,normalizer,none,0.03,0.35,0.363013698630137,0.363013698630137,1.0,0.5326633165829145,0.5305161198954302,0.05851811164819757,0,186,106,0
437,normalizer,none,0.1,0.3,0.363013698630137,0.363013698630137,1.0,0.5326633165829145,0.5305161198954302,0.05851811164819757,0,186,106,0
438,normalizer,none,1.0,0.45,0.7397260273972602,0.8,0.37735849056603776,0.5128205128205128,0.43568209568209576,0.33448857600115656,66,10,40,176
439,normalizer,none,0.03,0.4,0.6678082191780822,0.5494505494505495,0.4716981132075472,0.5076142131979695,0.4529013143719027,0.2663233297343194,56,41,50,145
440,none,none,0.01,0.6,0.7328767123287672,0.7692307692307693,0.37735849056603776,0.5063291139240507,0.4353047926732137,0.3390323533371393,66,12,40,174
441,normalizer,balanced,10.0,0.7,0.7294520547945206,0.7872340425531915,0.3490566037735849,0.48366013071895425,0.4107640289993231,0.34379003569973365,69,10,37,176
442,none,balanced,0.01,0.7,0.7226027397260274,0.7551020408163265,0.3490566037735849,0.4774193548387097,0.4019714593398804,0.35522595392663625,69,12,37,174
443,none,none,0.03,0.7,0.7226027397260274,0.7551020408163265,0.3490566037735849,0.4774193548387097,0.4114375488059699,0.33020989776538767,69,12,37,174
444,normalizer,none,10.0,0.6,0.726027397260274,0.782608695652174,0.33962264150943394,0.47368421052631576,0.4010670593023535,0.3419003451762054,70,10,36,176
445,normalizer,balanced,3.0,0.65,0.726027397260274,0.8095238095238095,0.32075471698113206,0.4594594594594595,0.37536241536241544,0.36861708591256936,72,8,34,178
446,normalizer,balanced,0.3,0.55,0.7397260273972602,0.9411764705882353,0.3018867924528302,0.45714285714285713,0.3692063492063492,0.35336570538680206,74,2,32,184
447,robust,none,0.01,0.7,0.7226027397260274,0.7906976744186046,0.32075471698113206,0.4563758389261745,0.3831825364178305,0.30275064671422575,72,9,34,177
448,normalizer,none,10.0,0.65,0.7226027397260274,0.8048780487804879,0.3113207547169811,0.4489795918367347,0.372976652976653,0.35176236603791233,73,8,33,178
449,normalizer,none,3.0,0.55,0.726027397260274,0.8421052631578947,0.3018867924528302,0.4444444444444444,0.3648492248492249,0.36910700206072505,74,6,32,180
450,none,none,0.01,0.65,0.7157534246575342,0.7674418604651163,0.3113207547169811,0.4429530201342282,0.3769822552175493,0.3416167448606162,73,10,33,176
451,normalizer,balanced,1.0,0.6,0.7328767123287672,0.9117647058823529,0.29245283018867924,0.44285714285714284,0.3507647907647907,0.3660865186461947,75,3,31,183
452,none,none,0.01,0.7,0.702054794520548,0.7878787878787878,0.24528301886792453,0.37410071942446044,0.3078484478484479,0.35630769267734197,80,7,26,179
453,normalizer,none,1.0,0.5,0.7123287671232876,0.8928571428571429,0.2358490566037736,0.373134328358209,0.2814814814814815,0.3615619218330602,81,3,25,183
454,normalizer,none,0.1,0.4,0.6883561643835616,0.6923076923076923,0.25471698113207547,0.3724137931034483,0.2967569467569468,0.31863307264937746,79,12,27,174
455,normalizer,balanced,3.0,0.7,0.702054794520548,0.8064516129032258,0.2358490566037736,0.36496350364963503,0.29323713323713324,0.3619852759069177,81,6,25,180
456,normalizer,none,10.0,0.7,0.702054794520548,0.8064516129032258,0.2358490566037736,0.36496350364963503,0.2975920375920377,0.3627490986830319,81,6,25,180
457,normalizer,none,3.0,0.6,0.7054794520547946,0.8571428571428571,0.22641509433962265,0.3582089552238806,0.2823280423280423,0.36216497962555155,82,4,24,182
458,normalizer,balanced,1.0,0.65,0.7054794520547946,0.9545454545454546,0.19811320754716982,0.328125,0.2498005698005698,0.35815324168754137,85,1,21,185
459,normalizer,none,0.3,0.45,0.6986301369863014,0.9090909090909091,0.18867924528301888,0.3125,0.24296296296296296,0.3194869000236068,86,2,20,184
460,normalizer,none,3.0,0.65,0.6917808219178082,0.9,0.16981132075471697,0.2857142857142857,0.2274074074074074,0.32687236322169305,88,2,18,184
461,normalizer,none,1.0,0.55,0.6917808219178082,0.9444444444444444,0.16037735849056603,0.27419354838709675,0.2108080808080808,0.328867637612877,89,1,17,185
462,normalizer,none,3.0,0.7,0.678082191780822,0.875,0.1320754716981132,0.22950819672131148,0.18555555555555556,0.2944465408730399,92,2,14,184
463,normalizer,balanced,1.0,0.7,0.6746575342465754,1.0,0.10377358490566038,0.18803418803418803,0.1514285714285714,0.2534994350109137,95,0,11,186
464,normalizer,balanced,0.3,0.6,0.6712328767123288,1.0,0.09433962264150944,0.1724137931034483,0.13885521885521887,0.23097010916930985,96,0,10,186
465,normalizer,none,1.0,0.6,0.660958904109589,1.0,0.0660377358490566,0.12389380530973451,0.10809523809523809,0.20228064741210497,99,0,7,186
466,normalizer,balanced,0.1,0.55,0.6438356164383562,1.0,0.018867924528301886,0.037037037037037035,0.035555555555555556,0.09386094258641278,104,0,2,186
467,normalizer,none,0.3,0.5,0.6438356164383562,1.0,0.018867924528301886,0.037037037037037035,0.035555555555555556,0.09386094258641278,104,0,2,186
468,normalizer,balanced,0.3,0.65,0.6404109589041096,1.0,0.009433962264150943,0.018691588785046728,0.013333333333333334,0.049888765156985884,105,0,1,186
469,normalizer,none,0.1,0.45,0.6404109589041096,1.0,0.009433962264150943,0.018691588785046728,0.02222222222222222,0.08314794192830981,105,0,1,186
470,normalizer,none,1.0,0.65,0.6404109589041096,1.0,0.009433962264150943,0.018691588785046728,0.013333333333333334,0.049888765156985884,105,0,1,186
471,normalizer,balanced,0.01,0.55,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
472,normalizer,balanced,0.01,0.6,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
473,normalizer,balanced,0.01,0.65,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
474,normalizer,balanced,0.01,0.7,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
475,normalizer,balanced,0.03,0.55,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
476,normalizer,balanced,0.03,0.6,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
477,normalizer,balanced,0.03,0.65,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
478,normalizer,balanced,0.03,0.7,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
479,normalizer,balanced,0.1,0.6,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
480,normalizer,balanced,0.1,0.65,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
481,normalizer,balanced,0.1,0.7,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
482,normalizer,balanced,0.3,0.7,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
483,normalizer,none,0.01,0.45,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
484,normalizer,none,0.01,0.5,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
485,normalizer,none,0.01,0.55,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
486,normalizer,none,0.01,0.6,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
487,normalizer,none,0.01,0.65,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
488,normalizer,none,0.01,0.7,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
489,normalizer,none,0.03,0.45,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
490,normalizer,none,0.03,0.5,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
491,normalizer,none,0.03,0.55,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
492,normalizer,none,0.03,0.6,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
493,normalizer,none,0.03,0.65,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
494,normalizer,none,0.03,0.7,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
495,normalizer,none,0.1,0.5,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
496,normalizer,none,0.1,0.55,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
497,normalizer,none,0.1,0.6,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
498,normalizer,none,0.1,0.65,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
499,normalizer,none,0.1,0.7,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
500,normalizer,none,0.3,0.55,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
501,normalizer,none,0.3,0.6,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
502,normalizer,none,0.3,0.65,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
503,normalizer,none,0.3,0.7,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
504,normalizer,none,1.0,0.7,0.636986301369863,0.0,0.0,0.0,0.0,0.0,106,0,0,186
